1.000000000000000000e+00,7.243914008140563965e-01,6.828265190124511719e-01,7.384952306747436523e-01,7.452220916748046875e-01,7.541913986206054688e-01,6.494796276092529297e-01,4.170622825622558594e-01,5.464504957199096680e-01,4.504114091396331787e-01,6.536105871200561523e-01,8.003423810005187988e-01,6.220617294311523438e-01,6.909413337707519531e-01,6.808416843414306641e-01,6.698411703109741211e-01,6.102960705757141113e-01,5.368652343750000000e-01,5.668261647224426270e-01,4.867062866687774658e-01,5.345389246940612793e-01
7.243914008140563965e-01,1.000000000000000000e+00,2.546673417091369629e-01,3.841453790664672852e-01,4.032346308231353760e-01,4.958679676055908203e-01,5.251178741455078125e-01,1.418433338403701782e-01,2.398982793092727661e-01,3.076445162296295166e-01,3.300233185291290283e-01,4.709676504135131836e-01,5.873770713806152344e-01,2.572679817676544189e-01,2.983059585094451904e-01,2.908292710781097412e-01,2.555635869503021240e-01,2.874671518802642822e-01,2.079910039901733398e-01,1.929531693458557129e-01,1.724240481853485107e-01
6.828265190124511719e-01,2.546673417091369629e-01,1.000000000000000000e+00,7.983077764511108398e-01,8.458858728408813477e-01,6.086991429328918457e-01,4.220470786094665527e-01,4.710800945758819580e-01,5.925534963607788086e-01,3.554092645645141602e-01,6.838700771331787109e-01,7.306902408599853516e-01,4.643901884555816650e-01,9.478180408477783203e-01,7.750286459922790527e-01,8.615803718566894531e-01,6.413787603378295898e-01,5.087265968322753906e-01,6.890724897384643555e-01,6.043179035186767578e-01,6.679410934448242188e-01
7.384952306747436523e-01,3.841453790664672852e-01,7.983077764511108398e-01,1.000000000000000000e+00,8.272203803062438965e-01,7.295940518379211426e-01,6.010509133338928223e-01,4.664225578308105469e-01,5.848749279975891113e-01,4.083398282527923584e-01,7.488250732421875000e-01,7.665885686874389648e-01,5.343657135963439941e-01,8.033295869827270508e-01,9.274302721023559570e-01,8.329173922538757324e-01,6.924045085906982422e-01,6.113544106483459473e-01,6.278920769691467285e-01,5.472378730773925781e-01,6.800000667572021484e-01
7.452220916748046875e-01,4.032346308231353760e-01,8.458858728408813477e-01,8.272203803062438965e-01,1.000000000000000000e+00,6.555114984512329102e-01,4.998343288898468018e-01,4.088400900363922119e-01,5.340647697448730469e-01,4.090380370616912842e-01,7.210195064544677734e-01,6.908824443817138672e-01,4.326055645942687988e-01,8.354735374450683594e-01,7.967987060546875000e-01,8.789895176887512207e-01,5.907182097434997559e-01,4.914509356021881104e-01,6.135837435722351074e-01,5.223524570465087891e-01,6.746756434440612793e-01
7.541913986206054688e-01,4.958679676055908203e-01,6.086991429328918457e-01,7.295940518379211426e-01,6.555114984512329102e-01,1.000000000000000000e+00,7.223228216171264648e-01,3.348378539085388184e-01,4.883154332637786865e-01,3.847502768039703369e-01,6.818271279335021973e-01,6.993327140808105469e-01,5.488435029983520508e-01,6.150181889533996582e-01,6.754684448242187500e-01,6.358377337455749512e-01,7.083337903022766113e-01,6.243517398834228516e-01,5.336368083953857422e-01,5.190833210945129395e-01,6.180157065391540527e-01
6.494796276092529297e-01,5.251178741455078125e-01,4.220470786094665527e-01,6.010509133338928223e-01,4.998343288898468018e-01,7.223228216171264648e-01,1.000000000000000000e+00,2.638057172298431396e-01,3.396496474742889404e-01,3.135990202426910400e-01,5.541260242462158203e-01,6.017175912857055664e-01,4.917804002761840820e-01,4.281115829944610596e-01,5.529373884201049805e-01,4.637286663055419922e-01,5.950195789337158203e-01,6.133903861045837402e-01,4.418620467185974121e-01,4.319048523902893066e-01,4.226778447628021240e-01
4.170622825622558594e-01,1.418433338403701782e-01,4.710800945758819580e-01,4.664225578308105469e-01,4.088400900363922119e-01,3.348378539085388184e-01,2.638057172298431396e-01,1.000000000000000000e+00,5.698707699775695801e-01,2.331913262605667114e-01,4.999378919601440430e-01,4.831826686859130859e-01,2.867749333381652832e-01,4.984781742095947266e-01,4.935355484485626221e-01,4.161551296710968018e-01,4.244736433029174805e-01,3.615052998065948486e-01,6.013469099998474121e-01,5.203468799591064453e-01,4.773207604885101318e-01
5.464504957199096680e-01,2.398982793092727661e-01,5.925534963607788086e-01,5.848749279975891113e-01,5.340647697448730469e-01,4.883154332637786865e-01,3.396496474742889404e-01,5.698707699775695801e-01,1.000000000000000000e+00,5.870571136474609375e-01,5.890886187553405762e-01,5.645358562469482422e-01,3.729178309440612793e-01,6.096118092536926270e-01,5.618500113487243652e-01,5.336913466453552246e-01,5.247322916984558105e-01,4.017537534236907959e-01,7.327100038528442383e-01,5.571619868278503418e-01,5.534678697586059570e-01
4.504114091396331787e-01,3.076445162296295166e-01,3.554092645645141602e-01,4.083398282527923584e-01,4.090380370616912842e-01,3.847502768039703369e-01,3.135990202426910400e-01,2.331913262605667114e-01,5.870571136474609375e-01,1.000000000000000000e+00,4.172441065311431885e-01,3.753173053264617920e-01,2.643014490604400635e-01,3.702957928180694580e-01,3.955925107002258301e-01,3.593798577785491943e-01,3.548472821712493896e-01,3.392904698848724365e-01,5.203014612197875977e-01,4.059562683105468750e-01,3.454032838344573975e-01
