1.000000000000000000e+00,5.542646646499633789e-01,3.505671918392181396e-01,4.548442363739013672e-01,3.675985038280487061e-01,4.410495758056640625e-01,3.247575461864471436e-01,1.670571118593215942e-01,2.215654999017715454e-01,1.505704820156097412e-01,3.812423348426818848e-01,5.598233342170715332e-01,3.820214569568634033e-01,3.465438485145568848e-01,4.310995042324066162e-01,3.139419555664062500e-01,3.329217135906219482e-01,3.056420683860778809e-01,2.957907915115356445e-01,2.150204181671142578e-01,3.318196535110473633e-01
5.542646646499633789e-01,1.000000000000000000e+00,2.142894864082336426e-01,3.771695494651794434e-01,1.953051239252090454e-01,3.636463880538940430e-01,3.319677412509918213e-01,1.347811222076416016e-01,2.248809933662414551e-01,1.832012385129928589e-01,2.951719462871551514e-01,4.769529700279235840e-01,5.229723453521728516e-01,1.959801763296127319e-01,3.792667686939239502e-01,1.767341643571853638e-01,2.625169754028320312e-01,2.381440699100494385e-01,3.309385478496551514e-01,2.346283197402954102e-01,2.695526480674743652e-01
3.505671918392181396e-01,2.142894864082336426e-01,1.000000000000000000e+00,4.886912405490875244e-01,6.215408444404602051e-01,3.358851075172424316e-01,1.562432944774627686e-01,2.878147959709167480e-01,3.813384473323822021e-01,8.037170767784118652e-02,4.378845691680908203e-01,2.124843001365661621e-01,-2.767721749842166901e-02,6.561883091926574707e-01,4.278603494167327881e-01,5.751224756240844727e-01,3.248585760593414307e-01,1.300786882638931274e-01,3.523817062377929688e-01,2.910957336425781250e-01,3.783130347728729248e-01
4.548442363739013672e-01,3.771695494651794434e-01,4.886912405490875244e-01,9.999998211860656738e-01,4.945932030677795410e-01,4.419002532958984375e-01,3.859038352966308594e-01,1.285749673843383789e-01,3.428872227668762207e-01,3.032503463327884674e-02,4.302593171596527100e-01,3.849167525768280029e-01,2.241098582744598389e-01,4.610905647277832031e-01,5.867401361465454102e-01,4.091994762420654297e-01,3.492248356342315674e-01,2.381421476602554321e-01,3.896334469318389893e-01,3.486931920051574707e-01,3.337657749652862549e-01
3.675985038280487061e-01,1.953051239252090454e-01,6.215408444404602051e-01,4.945932030677795410e-01,1.000000000000000000e+00,2.993315160274505615e-01,1.326787620782852173e-01,3.275506794452667236e-01,3.377741575241088867e-01,1.565702706575393677e-01,4.517374336719512939e-01,2.634315192699432373e-01,3.285551909357309341e-03,6.255291104316711426e-01,4.190763831138610840e-01,5.539721250534057617e-01,2.944749295711517334e-01,1.278058588504791260e-01,2.973747551441192627e-01,2.461097836494445801e-01,3.696678876876831055e-01
4.410495758056640625e-01,3.636463880538940430e-01,3.358851075172424316e-01,4.419002532958984375e-01,2.993315160274505615e-01,9.999999403953552246e-01,4.337262809276580811e-01,4.532960802316665649e-02,2.059091627597808838e-01,7.284765690565109253e-02,4.475344121456146240e-01,3.737707436084747314e-01,2.137710750102996826e-01,3.196277022361755371e-01,4.603852331638336182e-01,3.357996940612792969e-01,4.802263081073760986e-01,3.715247213840484619e-01,3.662312328815460205e-01,2.816441059112548828e-01,3.753685355186462402e-01
3.247575461864471436e-01,3.319677412509918213e-01,1.562432944774627686e-01,3.859038352966308594e-01,1.326787620782852173e-01,4.337262809276580811e-01,1.000000000000000000e+00,5.829381942749023438e-02,2.280967384576797485e-01,4.727710504084825516e-03,2.235672175884246826e-01,2.795489430427551270e-01,2.305261194705963135e-01,1.079968661069869995e-01,3.265863656997680664e-01,7.635303586721420288e-02,2.489520311355590820e-01,2.964655160903930664e-01,2.627090811729431152e-01,2.718214392662048340e-01,1.536754965782165527e-01
1.670571118593215942e-01,1.347811222076416016e-01,2.878147959709167480e-01,1.285749673843383789e-01,3.275506794452667236e-01,4.532960802316665649e-02,5.829381942749023438e-02,1.000000238418579102e+00,3.003492951393127441e-01,3.071872889995574951e-01,1.425539106130599976e-01,1.017847061157226562e-01,3.242008388042449951e-02,2.899114191532135010e-01,4.396206140518188477e-02,2.264356464147567749e-01,9.672363102436065674e-02,2.316848561167716980e-02,1.996179074048995972e-01,2.238391786813735962e-01,1.647952497005462646e-01
2.215654999017715454e-01,2.248809933662414551e-01,3.813384473323822021e-01,3.428872227668762207e-01,3.377741575241088867e-01,2.059091627597808838e-01,2.280967384576797485e-01,3.003492951393127441e-01,9.999998807907104492e-01,2.036541849374771118e-01,1.407049000263214111e-01,2.782405167818069458e-02,2.212723949924111366e-03,3.407822251319885254e-01,1.755332648754119873e-01,2.847334146499633789e-01,1.485056579113006592e-01,1.278293877840042114e-01,2.671169936656951904e-01,3.567877709865570068e-01,1.117113530635833740e-01
1.505704820156097412e-01,1.832012385129928589e-01,8.037170767784118652e-02,3.032503463327884674e-02,1.565702706575393677e-01,7.284765690565109253e-02,4.727710504084825516e-03,3.071872889995574951e-01,2.036541849374771118e-01,9.999998807907104492e-01,1.857623010873794556e-01,1.582611799240112305e-01,1.858634054660797119e-01,1.059556081891059875e-01,1.857496611773967743e-02,1.276243776082992554e-01,1.131126508116722107e-01,9.304675459861755371e-02,1.808776408433914185e-01,1.920135617256164551e-01,2.176800966262817383e-01
3.812423348426818848e-01,2.951719462871551514e-01,4.378845691680908203e-01,4.302593171596527100e-01,4.517374336719512939e-01,4.475344121456146240e-01,2.235672175884246826e-01,1.425539106130599976e-01,1.407049000263214111e-01,1.857623010873794556e-01,9.999999403953552246e-01,3.525294363498687744e-01,1.469316631555557251e-01,4.402366578578948975e-01,4.754107296466827393e-01,4.496532380580902100e-01,4.513987302780151367e-01,2.673887312412261963e-01,3.524995744228363037e-01,2.276879251003265381e-01,5.180688500404357910e-01
5.598233342170715332e-01,4.769529700279235840e-01,2.124843001365661621e-01,3.849167525768280029e-01,2.634315192699432373e-01,3.737707436084747314e-01,2.795489430427551270e-01,1.017847061157226562e-01,2.782405167818069458e-02,1.582611799240112305e-01,3.525294363498687744e-01,9.999994039535522461e-01,5.286620855331420898e-01,2.460318207740783691e-01,4.591634869575500488e-01,2.406462579965591431e-01,3.567871451377868652e-01,2.849330604076385498e-01,3.609792292118072510e-01,2.287713885307312012e-01,3.493169844150543213e-01
